ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	GLOTTOCODE	LATITUDE	LONGITUDE	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
5844	Imbabura	mountain	urku	urku	u ɾ k u		532	imba1240	-0.23	-78.26	u ɾ k u	V C C V	u ɾ k u	u ɾ k u	V C C V
7401	Jauja	mountain	ulqu	ulqu	u l ʔ u		532	jauj1238	-11.67	-75.28	u l ʔ u	V C C V	u l ʔ u	u l ʔ u	V C C V
5852	Maragua	mountain	urqu	urqu	u r q u		532	sout2991	-18.96	-65.78	u r q u	V C C V	u r q u	u r q u	V C C V
5853	Napo	mountain	urcu	urcu	u r k u		532	napo1242	-0.04	-76.23	u r k u	V C C V	u r k u	u r k u	V C C V
5858	Puno	mountain	urqu	urqu	u r q u		532	puno1238	-14.61	-70.21	u r q u	V C C V	u r q u	u r q u	V C C V
5862	Santiagueno	mountain	orqo	orqo	o ɾ q o		532	sant1432	-27.79	-64.25	o ɾ q o	V C C V	o ɾ q o	o ɾ q o	V C C V
5826	Apurimac	mountain	qirka	qirka	q i r k a		166	east2551	-13.89	-73.14	q i r k a	C V C C V	q i r k a	q i r k a	C V C C V
5839	Huallaga	mountain	hirka	hirka	h i r k a		166	hual1241	-9.57	-75.59	h i r k a	C V C C V	h i r k a	h i r k a	C V C C V
5843	HuarazHuailas	mountain	hirka	hirka	x i ɾ k a		166	huai1241	-9.52	-77.52	x i ɾ k a	C V C C V	x i ɾ k a	x i ɾ k a	C V C C V
5854	Pacaraos	mountain	hirka	hirka	x i ɾ k a	ya en desuso	166	paca1245	-11.14	-76.73	x i ɾ k a	C V C C V	x i ɾ k a	x i ɾ k a	C V C C V
4458	Apuri	mouse	ukucha	ukucha	u k u tʃ a		535	apur1253	-12.89	-75.81	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4459	Apurimac	mouse	hukucha, qukucha, ukucha	hukucha	u k u tʃ a		535	east2551	-13.89	-73.14	u k u tʃ a	V C V C V	h u k u tʃ a	h u k u tʃ a	C V C V C V
4463	Atalla	mouse	uku.ča	uku.ča	u k u tʃ a		535	huan1249	-12.76	-74.87	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4464	Ayacucho	mouse	ukucha	ukucha	u k u tʃ a		535	ayac1239	-13.85	-74.32	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
7217	Azuay	mouse	ucu-cha	ucu-cha	u k u tʃ a		535	azua1234	-2.48	-78.97	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4469	Chetilla	mouse	uku.ča	uku.ča	u k u tʃ a		535	caja1238	-7.09	-78.32	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4475	Huallaga	mouse	uku.ča	uku.ča	u k u tʃ a		535	hual1241	-9.57	-75.59	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4478	Huangascar	mouse	ukucha	ukucha	u k u tʃ a		535	azan1238	-12.9	-75.83	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4479	Imbabura	mouse	ukucha	ukucha	u k u tʃ a		535	imba1240	-0.23	-78.26	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4480	Inkawasi	mouse	uk(u).ča	uk.ča	u k u tʃ a		535	lamb1276	-6.17	-79.47	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4486	Maragua	mouse	huk'u.ča	huk'u.ča	u kʼ u tʃ a		535	sout2991	-18.96	-65.78	u kʼ u tʃ a	V C V C V	h u kʼ u tʃ a	h u kʼ u tʃ a	C V C V C V
4487	Napo	mouse	ucucha	ucucha	u k u tʃ a		535	napo1242	-0.04	-76.23	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4489	Pacaraos	mouse	ukush, ukucha	ukucha	u k u tʃ a		535	paca1245	-11.14	-76.73	u k u tʃ a	V C V C V	- u k u tʃ a	u k u tʃ a	V C V C V
4493	Puno	mouse	huk'u.ča	huk'u.ča	u kʼ u tʃ a		535	puno1238	-14.61	-70.21	u kʼ u tʃ a	V C V C V	h u kʼ u tʃ a	h u kʼ u tʃ a	C V C V C V
4496	Santiagueno	mouse	ukucha	ukucha	u x u tʃ a		535	sant1432	-27.79	-64.25	u x u tʃ a	V C V C V	- u x u tʃ a	u x u tʃ a	V C V C V
7402	Jauja	mouse	ukush	ukush	u k u ʂ		536	jauj1238	-11.67	-75.28	u k u ʂ	V C V C	u k u ʂ	u k u ʂ	V C V C
4488	Pacaraos	mouse	ukush, ukucha	ukush	u k u ʃ		536	paca1245	-11.14	-76.73	u k u ʃ	V C V C	u k u ʃ	u k u ʃ	V C V C
4503	Yanac	mouse	uku.š	uku.š	u k u ʃ		536	coro1247	-8.58	-77.99	u k u ʃ	V C V C	u k u ʃ	u k u ʃ	V C V C
3350	Apuri	mouth	shimi	shimi	ʃ i m i		543	apur1253	-12.89	-75.81	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3351	Apurimac	mouth	simi	simi	s i m i		543	east2551	-13.89	-73.14	s i m i	C V C V	s i m i	s i m i	C V C V
3353	Atalla	mouth	simi	simi	s i m i		543	huan1249	-12.76	-74.87	s i m i	C V C V	s i m i	s i m i	C V C V
3354	Ayacucho	mouth	simi	simi	s i m i		543	ayac1239	-13.85	-74.32	s i m i	C V C V	s i m i	s i m i	C V C V
7196	Azuay	mouth	shimi	shimi	ʃ i m i		543	azua1234	-2.48	-78.97	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3357	Chachapoyas	mouth	shimi	shimi	ʃ i m i		543	chac1250	-6.27	-77.66	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3359	Chetilla	mouth	šimi	šimi	ʃ i m i		543	caja1238	-7.09	-78.32	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3364	Huallaga	mouth	šimi	šimi	ʃ i m i		543	hual1241	-9.57	-75.59	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3367	Huangascar	mouth	shimi	shimi	ʃ i m i		543	azan1238	-12.9	-75.83	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3368	HuarazHuailas	mouth	shimi	shimi	ʃ i m i		543	huai1241	-9.52	-77.52	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3369	Imbabura	mouth	shimi	shimi	ʃ i m i		543	imba1240	-0.23	-78.26	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3370	Inkawasi	mouth	šimi	šimi	ʃ i m i		543	lamb1276	-6.17	-79.47	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
7403	Jauja	mouth	shimi	shimi	ʃ i m i		543	jauj1238	-11.67	-75.28	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3377	Maragua	mouth	simi	simi	s i m i		543	sout2991	-18.96	-65.78	s i m i	C V C V	s i m i	s i m i	C V C V
3378	Napo	mouth	shimi	shimi	ʃ i m i		543	napo1242	-0.04	-76.23	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3379	Pacaraos	mouth	shimi	shimi	ʃ i m i		543	paca1245	-11.14	-76.73	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
3383	Puno	mouth	simi	simi	s i m i		543	puno1238	-14.61	-70.21	s i m i	C V C V	s i m i	s i m i	C V C V
3386	Santiagueno	mouth	simi	simi	s i m i		543	sant1432	-27.79	-64.25	s i m i	C V C V	s i m i	s i m i	C V C V
3396	Yanac	mouth	šimi	šimi	ʃ i m i		543	coro1247	-8.58	-77.99	ʃ i m i	C V C V	ʃ i m i	ʃ i m i	C V C V
5090	Apuri	name	suti	suti	s u t i		548	apur1253	-12.89	-75.81	s u t i	C V C V	s u t i	s u t i	C V C V
5091	Apurimac	name	suti	suti	s u t i		548	east2551	-13.89	-73.14	s u t i	C V C V	s u t i	s u t i	C V C V
5093	Atalla	name	suti	suti	s u t i		548	huan1249	-12.76	-74.87	s u t i	C V C V	s u t i	s u t i	C V C V
5094	Ayacucho	name	suti	suti	s u t i		548	ayac1239	-13.85	-74.32	s u t i	C V C V	s u t i	s u t i	C V C V
7227	Azuay	name	shuti	shuti	ʃ u t i		548	azua1234	-2.48	-78.97	ʃ u t i	C V C V	ʃ u t i	ʃ u t i	C V C V
5097	Chachapoyas	name	shuti	shuti	ʃ u t i		548	chac1250	-6.27	-77.66	ʃ u t i	C V C V	ʃ u t i	ʃ u t i	C V C V
5099	Chetilla	name	šuti	šuti	ʃ u t i		548	caja1238	-7.09	-78.32	ʃ u t i	C V C V	ʃ u t i	ʃ u t i	C V C V
5104	Huallaga	name	huti	huti	h u t i		548	hual1241	-9.57	-75.59	h u t i	C V C V	h u t i	h u t i	C V C V
5107	Huangascar	name	suti	suti	s u t i		548	azan1238	-12.9	-75.83	s u t i	C V C V	s u t i	s u t i	C V C V
5108	HuarazHuailas	name	huti	huti	x u t i		548	huai1241	-9.52	-77.52	x u t i	C V C V	x u t i	x u t i	C V C V
5109	Imbabura	name	shuti	shuti	ʃ u t i		548	imba1240	-0.23	-78.26	ʃ u t i	C V C V	ʃ u t i	ʃ u t i	C V C V
5110	Inkawasi	name	šuti	šuti	ʃ u t i		548	lamb1276	-6.17	-79.47	ʃ u t i	C V C V	ʃ u t i	ʃ u t i	C V C V
7404	Jauja	name	suti	suti	s u t i		548	jauj1238	-11.67	-75.28	s u t i	C V C V	s u t i	s u t i	C V C V
5117	Maragua	name	suti	suti	s u t i		548	sout2991	-18.96	-65.78	s u t i	C V C V	s u t i	s u t i	C V C V
5118	Napo	name	shuti	shuti	ʃ u t i		548	napo1242	-0.04	-76.23	ʃ u t i	C V C V	ʃ u t i	ʃ u t i	C V C V
5119	Pacaraos	name	huti	huti	x u t i		548	paca1245	-11.14	-76.73	x u t i	C V C V	x u t i	x u t i	C V C V
5123	Puno	name	suti	suti	s u t i		548	puno1238	-14.61	-70.21	s u t i	C V C V	s u t i	s u t i	C V C V
5127	Santiagueno	name	suti	suti	s u t i		548	sant1432	-27.79	-64.25	s u t i	C V C V	s u t i	s u t i	C V C V
5136	Yanac	name	šuti	šuti	ʃ u t i		548	coro1247	-8.58	-77.99	ʃ u t i	C V C V	ʃ u t i	ʃ u t i	C V C V
4213	Apuri	navel	pupu	pupu	p u p u		550	apur1253	-12.89	-75.81	p u p u	C V C V	p u p u	p u p u	C V C V
4214	Apurimac	navel	pupu	pupu	p u p u		550	east2551	-13.89	-73.14	p u p u	C V C V	p u p u	p u p u	C V C V
4216	Atalla	navel	pupu	pupu	p u p u		550	huan1249	-12.76	-74.87	p u p u	C V C V	p u p u	p u p u	C V C V
4217	Ayacucho	navel	pupu	pupu	p u p u		550	ayac1239	-13.85	-74.32	p u p u	C V C V	p u p u	p u p u	C V C V
7212	Azuay	navel	pupu	pupu	p u p u		550	azua1234	-2.48	-78.97	p u p u	C V C V	p u p u	p u p u	C V C V
4220	Chachapoyas	navel	pupu	pupu	p u p u		550	chac1250	-6.27	-77.66	p u p u	C V C V	p u p u	p u p u	C V C V
4227	Huallaga	navel	pupu	pupu	p u p u		550	hual1241	-9.57	-75.59	p u p u	C V C V	p u p u	p u p u	C V C V
4230	Huangascar	navel	pupu	pupu	p u p u		550	azan1238	-12.9	-75.83	p u p u	C V C V	p u p u	p u p u	C V C V
4231	HuarazHuailas	navel	pupu	pupu	p u p u		550	huai1241	-9.52	-77.52	p u p u	C V C V	p u p u	p u p u	C V C V
4232	Imbabura	navel	pupu	pupu	p u p u		550	imba1240	-0.23	-78.26	p u p u	C V C V	p u p u	p u p u	C V C V
7405	Jauja	navel	pupu	pupu	p u p u		550	jauj1238	-11.67	-75.28	p u p u	C V C V	p u p u	p u p u	C V C V
4240	Maragua	navel	pupu	pupu	p u p u		550	sout2991	-18.96	-65.78	p u p u	C V C V	p u p u	p u p u	C V C V
4241	Napo	navel	pupu	pupu	p u p u		550	napo1242	-0.04	-76.23	p u p u	C V C V	p u p u	p u p u	C V C V
4242	Pacaraos	navel	pupu	pupu	p u p u		550	paca1245	-11.14	-76.73	p u p u	C V C V	p u p u	p u p u	C V C V
4250	Santiagueno	navel	pupu	pupu	p u p u		550	sant1432	-27.79	-64.25	p u p u	C V C V	p u p u	p u p u	C V C V
4259	Yanac	navel	pupu	pupu	p u p u		550	coro1247	-8.58	-77.99	p u p u	C V C V	p u p u	p u p u	C V C V
3680	Apuri	neck	kunka	kunka	k u n k a		554	apur1253	-12.89	-75.81	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
3681	Apurimac	neck	kunka	kunka	k u n k a		554	east2551	-13.89	-73.14	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
3683	Atalla	neck	kunka	kunka	k u n k a		554	huan1249	-12.76	-74.87	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
3684	Ayacucho	neck	kunka	kunka	k u n k a		554	ayac1239	-13.85	-74.32	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
7202	Azuay	neck	cunga	cunga	k u n g a		554	azua1234	-2.48	-78.97	k u n g a	C V C C V	k u n g a	k u n g a	C V C C V
3687	Chachapoyas	neck	kunka	kunka	k u n g a		554	chac1250	-6.27	-77.66	k u n g a	C V C C V	k u n g a	k u n g a	C V C C V
3689	Chetilla	neck	kunga	kunga	k u n g a		554	caja1238	-7.09	-78.32	k u n g a	C V C C V	k u n g a	k u n g a	C V C C V
3695	Huallaga	neck	kunka	kunka	k u n k a		554	hual1241	-9.57	-75.59	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
3698	Huangascar	neck	kunka	kunka	k u n k a		554	azan1238	-12.9	-75.83	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
3699	HuarazHuailas	neck	kunka	kunka	k u ɲ k a		554	huai1241	-9.52	-77.52	k u ɲ k a	C V C C V	k u ɲ k a	k u ɲ k a	C V C C V
3700	Imbabura	neck	kunga	kunga	k u n g a		554	imba1240	-0.23	-78.26	k u n g a	C V C C V	k u n g a	k u n g a	C V C C V
3701	Inkawasi	neck	kunga	kunga	k u n g a		554	lamb1276	-6.17	-79.47	k u n g a	C V C C V	k u n g a	k u n g a	C V C C V
7406	Jauja	neck	kunka	kunka	k u n k a		554	jauj1238	-11.67	-75.28	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
3707	Maragua	neck	kunka	kunka	k u n k a		554	sout2991	-18.96	-65.78	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
3708	Napo	neck	cunga	cunga	k u n g a		554	napo1242	-0.04	-76.23	k u n g a	C V C C V	k u n g a	k u n g a	C V C C V
3709	Pacaraos	neck	kunka	kunka	k u ŋ k a		554	paca1245	-11.14	-76.73	k u ŋ k a	C V C C V	k u ŋ k a	k u ŋ k a	C V C C V
3713	Puno	neck	kunka	kunka	k u n k a		554	puno1238	-14.61	-70.21	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
3717	Santiagueno	neck	kunka	kunka	k u ŋ k a		554	sant1432	-27.79	-64.25	k u ŋ k a	C V C C V	k u ŋ k a	k u ŋ k a	C V C C V
3725	Yanac	neck	kunka	kunka	k u n k a		554	coro1247	-8.58	-77.99	k u n k a	C V C C V	k u n k a	k u n k a	C V C C V
1232	Apuri	new	mushuq	mushuq	m u ʃ o q		557	apur1253	-12.89	-75.81	m u ʃ o q	C V C V C	m u ʃ o q	m u ʃ o q	C V C V C
1233	Apurimac	new	mosoq, musuq	mosoq	m o s o q		557	east2551	-13.89	-73.14	m o s o q	C V C V C	m o s o q	m o s o q	C V C V C
1236	Atalla	new	musuχ	musuχ	m u s u χ		557	huan1249	-12.76	-74.87	m u s u χ	C V C V C	m u s u χ	m u s u χ	C V C V C
1237	Ayacucho	new	mosoq	mosoq	m o s o χ		557	ayac1239	-13.85	-74.32	m o s o χ	C V C V C	m o s o χ	m o s o χ	C V C V C
7287	Azuay	new	mushug	mushug	m u ʃ u g		557	azua1234	-2.48	-78.97	m u ʃ u g	C V C V C	m u ʃ u g	m u ʃ u g	C V C V C
1240	Chachapoyas	new	mushuk	mushuk	m u ʃ u k		557	chac1250	-6.27	-77.66	m u ʃ u k	C V C V C	m u ʃ u k	m u ʃ u k	C V C V C
1242	Chetilla	new	mušuχ	mušuχ	m u ʃ u χ		557	caja1238	-7.09	-78.32	m u ʃ u χ	C V C V C	m u ʃ u χ	m u ʃ u χ	C V C V C
1247	Huallaga	new	mušuχ	mušuχ	m u ʃ u χ		557	hual1241	-9.57	-75.59	m u ʃ u χ	C V C V C	m u ʃ u χ	m u ʃ u χ	C V C V C
1250	Huangascar	new	mushuq	mushuq	m u ʃ o q		557	azan1238	-12.9	-75.83	m u ʃ o q	C V C V C	m u ʃ o q	m u ʃ o q	C V C V C
1251	HuarazHuailas	new	mushoq	mushoq	m u ʃ o q		557	huai1241	-9.52	-77.52	m u ʃ o q	C V C V C	m u ʃ o q	m u ʃ o q	C V C V C
1252	Imbabura	new	mushuj	mushuj	m u ʃ u x		557	imba1240	-0.23	-78.26	m u ʃ u x	C V C V C	m u ʃ u x	m u ʃ u x	C V C V C
1253	Inkawasi	new	mušux	mušux	m u ʃ u x		557	lamb1276	-6.17	-79.47	m u ʃ u x	C V C V C	m u ʃ u x	m u ʃ u x	C V C V C
7407	Jauja	new	mushuq	mushuq	m u ʂ u ʔ		557	jauj1238	-11.67	-75.28	m u ʂ u ʔ	C V C V C	m u ʂ u ʔ	m u ʂ u ʔ	C V C V C
1259	Maragua	new	musuχ	musuχ	m u s u χ		557	sout2991	-18.96	-65.78	m u s u χ	C V C V C	m u s u χ	m u s u χ	C V C V C
1260	Napo	new	mushuj	mushuj	m u ʃ u		557	napo1242	-0.04	-76.23	m u ʃ u -	C V C V	m u ʃ u -	m u ʃ u	C V C V
1261	Pacaraos	new	mushuq	mushuq	m u ʃ o χ		557	paca1245	-11.14	-76.73	m u ʃ o χ	C V C V C	m u ʃ o χ	m u ʃ o χ	C V C V C
1265	Puno	new	musuχ	musuχ	m u s u χ		557	puno1238	-14.61	-70.21	m u s u χ	C V C V C	m u s u χ	m u s u χ	C V C V C
1269	Santiagueno	new	mosoq	mosoq	m o s o χ		557	sant1432	-27.79	-64.25	m o s o χ	C V C V C	m o s o χ	m o s o χ	C V C V C
1277	Yanac	new	mušuq	mušuq	m u ʃ u q		557	coro1247	-8.58	-77.99	m u ʃ u q	C V C V C	m u ʃ u q	m u ʃ u q	C V C V C
5426	Apuri	night	tuta	tuta	t u t a		559	apur1253	-12.89	-75.81	t u t a	C V C V	t u t a	t u t a	C V C V
5427	Apurimac	night	tuta	tuta	t u t a		559	east2551	-13.89	-73.14	t u t a	C V C V	t u t a	t u t a	C V C V
5429	Atalla	night	tuta	tuta	t u t a		559	huan1249	-12.76	-74.87	t u t a	C V C V	t u t a	t u t a	C V C V
5430	Ayacucho	night	tuta	tuta	t u t a		559	ayac1239	-13.85	-74.32	t u t a	C V C V	t u t a	t u t a	C V C V
7234	Azuay	night	tuta	tuta	t u t a		559	azua1234	-2.48	-78.97	t u t a	C V C V	t u t a	t u t a	C V C V
5433	Chachapoyas	night	tuta	tuta	t u t a		559	chac1250	-6.27	-77.66	t u t a	C V C V	t u t a	t u t a	C V C V
5435	Chetilla	night	tuta	tuta	t u t a		559	caja1238	-7.09	-78.32	t u t a	C V C V	t u t a	t u t a	C V C V
5443	Huangascar	night	tuta	tuta	t u t a		559	azan1238	-12.9	-75.83	t u t a	C V C V	t u t a	t u t a	C V C V
5445	Imbabura	night	tuta	tuta	t u t a		559	imba1240	-0.23	-78.26	t u t a	C V C V	t u t a	t u t a	C V C V
5446	Inkawasi	night	tuta	tuta	t u t a		559	lamb1276	-6.17	-79.47	t u t a	C V C V	t u t a	t u t a	C V C V
7408	Jauja	night	tuta	tuta	t u t a		559	jauj1238	-11.67	-75.28	t u t a	C V C V	t u t a	t u t a	C V C V
5453	Maragua	night	tuta	tuta	t u t a		559	sout2991	-18.96	-65.78	t u t a	C V C V	t u t a	t u t a	C V C V
5454	Napo	night	tuta	tuta	t u t a		559	napo1242	-0.04	-76.23	t u t a	C V C V	t u t a	t u t a	C V C V
5458	Puno	night	tuta	tuta	t u t a		559	puno1238	-14.61	-70.21	t u t a	C V C V	t u t a	t u t a	C V C V
5461	Santiagueno	night	tuta	tuta	t u t a		559	sant1432	-27.79	-64.25	t u t a	C V C V	t u t a	t u t a	C V C V
6629	Apuri	nine	isqun	isqun	e s q u n		567	apur1253	-12.89	-75.81	e s q u n	V C C V C	e s q u n	e s q u n	V C C V C
6630	Apurimac	nine	isqon	isqon	i s q o n		567	east2551	-13.89	-73.14	i s q o n	V C C V C	i s q o n	i s q o n	V C C V C
6632	Atalla	nine	isχun	isχun	i s χ u n		567	huan1249	-12.76	-74.87	i s χ u n	V C C V C	i s χ u n	i s χ u n	V C C V C
6633	Ayacucho	nine	isqon	isqon	i s χ o ŋ		567	ayac1239	-13.85	-74.32	i s χ o ŋ	V C C V C	i s χ o ŋ	i s χ o ŋ	V C C V C
7177	Azuay	nine	iscun	iscun	i s k u n		567	azua1234	-2.48	-78.97	i s k u n	V C C V C	i s k u n	i s k u n	V C C V C
6636	Chachapoyas	nine	iskun	iskun	i s k u n		567	chac1250	-6.27	-77.66	i s k u n	V C C V C	i s k u n	i s k u n	V C C V C
6638	Chetilla	nine	isγun	isγun	i s ʁ u n		567	caja1238	-7.09	-78.32	i s ʁ u n	V C C V C	i s ʁ u n	i s ʁ u n	V C C V C
6643	Huallaga	nine	isqun	isqun	i s q u n		567	hual1241	-9.57	-75.59	i s q u n	V C C V C	i s q u n	i s q u n	V C C V C
6646	Huangascar	nine	isqun	isqun	e s q u n		567	azan1238	-12.9	-75.83	e s q u n	V C C V C	e s q u n	e s q u n	V C C V C
6647	HuarazHuailas	nine	isqun	isqun	i s q u ɲ		567	huai1241	-9.52	-77.52	i s q u ɲ	V C C V C	i s q u ɲ	i s q u ɲ	V C C V C
6648	Imbabura	nine	iskun	iskun	i s k u n		567	imba1240	-0.23	-78.26	i s k u n	V C C V C	i s k u n	i s k u n	V C C V C
7409	Jauja	nine	isqun	isqun	i s ʔ u n		567	jauj1238	-11.67	-75.28	i s ʔ u n	V C C V C	i s ʔ u n	i s ʔ u n	V C C V C
6656	Maragua	nine	išqun	išqun	i ʃ q u n		567	sout2991	-18.96	-65.78	i ʃ q u n	V C C V C	i ʃ q u n	i ʃ q u n	V C C V C
6657	Napo	nine	iscun	iscun	i s k u n		567	napo1242	-0.04	-76.23	i s k u n	V C C V C	i s k u n	i s k u n	V C C V C
6658	Pacaraos	nine	isqun	isqun	i s χ o ŋ		567	paca1245	-11.14	-76.73	i s χ o ŋ	V C C V C	i s χ o ŋ	i s χ o ŋ	V C C V C
6663	Puno	nine	isqun	isqun	i s q u n		567	puno1238	-14.61	-70.21	i s q u n	V C C V C	i s q u n	i s q u n	V C C V C
6667	Santiagueno	nine	eshqon	eshqon	e ʃ q o n	in disuse	567	sant1432	-27.79	-64.25	e ʃ q o n	V C C V C	e ʃ q o n	e ʃ q o n	V C C V C
6676	Yanac	nine	isqun	isqun	i s q u n		567	coro1247	-8.58	-77.99	i s q u n	V C C V C	i s q u n	i s q u n	V C C V C
3247	Apuri	nose	sinqa	sinqa	s e ŋ q a		571	apur1253	-12.89	-75.81	s e ŋ q a	C V C C V	s e ŋ q a	s e ŋ q a	C V C C V
3248	Apurimac	nose	senqa	senqa	s e n q a		571	east2551	-13.89	-73.14	s e n q a	C V C C V	s e n q a	s e n q a	C V C C V
3250	Atalla	nose	sinġa	sinġa	s i n ɢ a		571	huan1249	-12.76	-74.87	s i n ɢ a	C V C C V	s i n ɢ a	s i n ɢ a	C V C C V
3251	Ayacucho	nose	senqa	senqa	s e ŋ χ a		571	ayac1239	-13.85	-74.32	s e ŋ χ a	C V C C V	s e ŋ χ a	s e ŋ χ a	C V C C V
7194	Azuay	nose	singa	singa	s i n g a		571	azua1234	-2.48	-78.97	s i n g a	C V C C V	s i n g a	s i n g a	C V C C V
3254	Chachapoyas	nose	sinka	sinka	s i n g a		571	chac1250	-6.27	-77.66	s i n g a	C V C C V	s i n g a	s i n g a	C V C C V
3256	Chetilla	nose	singa	singa	s i n g a		571	caja1238	-7.09	-78.32	s i n g a	C V C C V	s i n g a	s i n g a	C V C C V
3261	Huallaga	nose	sinqa	sinqa	s i n q a		571	hual1241	-9.57	-75.59	s i n q a	C V C C V	s i n q a	s i n q a	C V C C V
3264	Huangascar	nose	sinqa	sinqa	s e ŋ q a		571	azan1238	-12.9	-75.83	s e ŋ q a	C V C C V	s e ŋ q a	s e ŋ q a	C V C C V
3265	HuarazHuailas	nose	senqa	senqa	s e ɲ q a		571	huai1241	-9.52	-77.52	s e ɲ q a	C V C C V	s e ɲ q a	s e ɲ q a	C V C C V
3266	Imbabura	nose	singa	singa	s i n g a		571	imba1240	-0.23	-78.26	s i n g a	C V C C V	s i n g a	s i n g a	C V C C V
3267	Inkawasi	nose	sinġa	sinġa	s i n ɢ a		571	lamb1276	-6.17	-79.47	s i n ɢ a	C V C C V	s i n ɢ a	s i n ɢ a	C V C C V
7410	Jauja	nose	sinqa	sinqa	s i n ʔ a		571	jauj1238	-11.67	-75.28	s i n ʔ a	C V C C V	s i n ʔ a	s i n ʔ a	C V C C V
3274	Maragua	nose	sinqa	sinqa	s i n q a		571	sout2991	-18.96	-65.78	s i n q a	C V C C V	s i n q a	s i n q a	C V C C V
3275	Napo	nose	singa	singa	s i n g a		571	napo1242	-0.04	-76.23	s i n g a	C V C C V	s i n g a	s i n g a	C V C C V
3276	Pacaraos	nose	sinqa	sinqa	s i ɴ χ a		571	paca1245	-11.14	-76.73	s i ɴ χ a	C V C C V	s i ɴ χ a	s i ɴ χ a	C V C C V
3280	Puno	nose	sinqa	sinqa	s i n q a		571	puno1238	-14.61	-70.21	s i n q a	C V C C V	s i n q a	s i n q a	C V C C V
3284	Santiagueno	nose	senqa	senqa	s e ŋ q a		571	sant1432	-27.79	-64.25	s e ŋ q a	C V C C V	s e ŋ q a	s e ŋ q a	C V C C V
3293	Yanac	nose	sinqa	sinqa	s i n q a		571	coro1247	-8.58	-77.99	s i n q a	C V C C V	s i n q a	s i n q a	C V C C V
2739	Apuri	not	mana	mana	m a n a		574	apur1253	-12.89	-75.81	m a n a	C V C V	m a n a	m a n a	C V C V
2740	Apurimac	not	mana	mana	m a n a		574	east2551	-13.89	-73.14	m a n a	C V C V	m a n a	m a n a	C V C V
2742	Atalla	not	mana	mana	m a n a		574	huan1249	-12.76	-74.87	m a n a	C V C V	m a n a	m a n a	C V C V
2743	Ayacucho	not	mana	mana	m a n a		574	ayac1239	-13.85	-74.32	m a n a	C V C V	m a n a	m a n a	C V C V
7184	Azuay	not	mana	mana	m a n a		574	azua1234	-2.48	-78.97	m a n a	C V C V	m a n a	m a n a	C V C V
2746	Chachapoyas	not	mana	mana	m a n a		574	chac1250	-6.27	-77.66	m a n a	C V C V	m a n a	m a n a	C V C V
2748	Chetilla	not	mana	mana	m a n a		574	caja1238	-7.09	-78.32	m a n a	C V C V	m a n a	m a n a	C V C V
2753	Huallaga	not	mana	mana	m a n a		574	hual1241	-9.57	-75.59	m a n a	C V C V	m a n a	m a n a	C V C V
2756	Huangascar	not	mana	mana	m a n a		574	azan1238	-12.9	-75.83	m a n a	C V C V	m a n a	m a n a	C V C V
2757	HuarazHuailas	not	mana	mana	m a ɲ a		574	huai1241	-9.52	-77.52	m a ɲ a	C V C V	m a ɲ a	m a ɲ a	C V C V
